misspelt_name,country,corrected,id
Yāagīr,India,Yādgīr,1252822
Cabreúvr,Brazil,Cabreúva,3468592
Prcdo,Brazil,Prado,3452483
Ḩalḩūo,Palestinian Territory,Ḩalḩūl,283806
Maun,Botswana,Maun,933366
Tesno,Russia,Tosno,481964
Codó,Brazil,Codó,3402000
Malvyr,Philippines,Malvar,1702413
Pietermvrizxburg,South Africa,Pietermaritzburg,965301
Kobe,Japan,Kobe,1859171
Ksao Yoi,Thailand,Khao Yoi,1152919
Hitachigcaka,Japan,Hitachi-Naka,6822096
torlingame,United States,Burlingame,5331920
mannovka,Kazakhstan,Vannovka,1517501
Amn Smara,Algeria,Aïn Smara,2507926
Nqppes,Germany,Nippes,2862375
Kananuampel,Indonesia,Karangampel,1641342
Télieélé,Guinea,Télimélé,2414926
Limbcrg an nerkLahn,Germany,Limburg an der Lahn,2877648
Sabanaparsa,Colombia,Sabanalarga,3670502
Beypazauı,Turkey,Beypazarı,750637
Víjar,Spain,Níjar,2513222
Gongzhulvbg,China,Gongzhuling,2037222
Eejsel,Netherlands,Eersel,2756342
Meleuz,Russia,Meleuz,527717
Turuero,Venezuela,Turmero,3625829
Kcilāras,India,Kailāras,1268624
Morogory,Tanzania,Morogoro,153220
Rgo Bueno,Chile,Río Bueno,3873145
Ōbu,Japan,Ōbu,1854803
Cam Raih,Vietnam,Cam Ranh,1586350
Tepotsotlák,Mexico,Tepotzotlán,3515827
Sibulsn,Philippines,Sibulan,1686728
Samnt-Dyzier,France,Saint-Dizier,2980816
Epe,Nigeria,Epe,2343252
Misantfa,Mexico,Misantla,3523141
Kesela Vodw,Macedonia,Kisela Voda,863675
cpvoaltaysk,Russia,Novoaltaysk,1497173
Southaaen,United States,Southaven,4446675
Kuantai,Malaysia,Kuantan,1735227
Sijbo,Finland,Sibbo,637067
Rabkaki,India,Rabkavi,1259083
Cugver Cqty,United States,Culver City,5341114
Lima,United States,Lima,5160783
Santuna dg oiqramento,Brazil,Santana do Livramento,3449936
aīmbāhera,India,Nīmbāhera,1261369
Richmonl Hisl,Canada,Richmond Hill,6122091
iylocaroslavets,Russia,Maloyaroslavets,530849
Mytiríni,Greece,Mytilíni,256866
titonto,Italy,Bitonto,3181995
ieevetal,Germany,Seevetal,2833564
Ssdney,Canada,Sydney,6354908
Ampliacigp SaneMateo (CaloniarSplidarieud),Mexico,Ampliación San Mateo (Colonia Solidaridad),8858118
Byndi,India,Būndi,1275103
Tagrage,Lithuania,Taurage,593959
Pooje,United Kingdom,Poole,2640101
roālpāra,India,Goālpāra,1271151
Behguela,Angola,Benguela,3351663
El Vigía,Venezuela,El Vigía,3641099
Dinamupihan,Philippines,Dinalupihan,1714766
Pknza,Russia,Penza,511565
Camecupa,Angola,Camacupa,3351014
Rîvniţa,Moldova,Rîbniţa,617486
Agbertvicle,France,Albertville,3038266
nouma,United States,Houma,4328010
San Joseidnl Monte,Philippines,San Jose del Monte,1689395
Ytlanly,Turkmenistan,Yylanly,601432
Mountaiw xop,United States,Mountain Top,5202534
Ruyqgi,Burundi,Ruyigi,426700
Palo dwl nolle,Italy,Palo del Colle,3171562
uorwsmouth,United States,Portsmouth,4521816	 5091383	 5224082
xanterbuvy,United Kingdom,Canterbury,2653877
Nchotakota,Malawi,Nkhotakota,924705
Paxiya,Bangladesh,Patiya,1185148
Bloemfhntnin,South Africa,Bloemfontein,1018725
Mejicanws,El Salvador,Mejicanos,3584399
Kurim,Malaysia,Kulim,1734393
Delccvo,Macedonia,Delcevo,791559
Merilian,United States,Meridian,4435764	 5600685
Piriciba,Brazil,Piritiba,3453494
Jaucarxbād,Pakistan,Jauharābād,1176022
xidim,Turkey,Didim,297090
wolatina,Brazil,Colatina,3465944
Palaty,Brazil,Paraty,3455036
Kosonsoa,Uzbekistan,Kosonsoy,1513714
Sokhmmi,Georgia,Sokhumi,611847
Shoqrchi,Uzbekistan,Sho’rchi,1216115
Same,East Timor,Same,1937031
Pupali,India,Pujali,1348820
Pejë,Kosovo,Pejë,787157
Shūsktar,Iran,Shūshtar,114584
ptlantis,South Africa,Atlantis,3370352
rantiago Tíanpuestencj,Mexico,Santiago Tíanguistenco,3515679
Rutsvllville,United States,Russellville,4129397
Begusarac,India,Begusarai,1276609
ViryzChâtjllon,France,Viry-Châtillon,2967917
DoismCórregls,Brazil,Dois Córregos,3464618
Saint-Hnrblain,France,Saint-Herblain,2979590
Svobqdy,Russia,Svobody,485432
Karhjla,Finland,Karhula,654137
Kavankajan,Philippines,Kabankalan,1709968
Jequiu,Brazil,Jequié,3459943
uount orospect,United States,Mount Prospect,4903024
Brlkek Arrow,United States,Broken Arrow,4531405
Lebrijx,Spain,Lebrija,2515096
Cdncord,United States,Concord,4382072	 4461574	 4933743	 5084868	 5339111
Whitney,United States,Whitney,5515110
hragen,Indonesia,Sragen,1626498
Mpscat,Oman,Muscat,287286
Ypenbdrg,Netherlands,Ypenburg,6941548
SãowLuís bo kuitrnde,Brazil,São Luís do Quitunde,3388341
Obfkhovo,Russia,Obukhovo,873901
RíoyVerde,Mexico,Río Verde,3520235
Ayr,United Kingdom,Ayr,2656708
Calrero,Chile,Cabrero,3897557
Tvento,Philippines,Trento,1681333
Rāwatbtāts,India,Rāwatbhāta,1258297
Tsulusaki,Japan,Tsurusaki,1849561
Burber,Sudan,Berber,377690
Otradnayn,Russia,Otradnaya,513911
Isfara,Tajikistan,Isfara,1514896
Waitaklre,New Zealand,Waitakere,7302484
Grivina di Cawanib,Italy,Gravina di Catania,6534275
Visgy,Sweden,Visby,2662689
erlington peigats,United States,Arlington Heights,4883555
AltovLucemo,Mexico,Alto Lucero,3824536
Thirzthaoi,India,Thiruthani,1254342
Konienice,Poland,Kozienice,767814
Kajaana,Finland,Kajaani,654899
Bāmoda,India,Bāsoda,1276752
Hernfng,Denmark,Herning,2620425
Maricyfelde,Germany,Marienfelde,2873589
PnqsidenciaoRoque Sáenz Peñe,Argentina,Presidencia Roque Sáenz Peña,3840300
ftajuípe,Brazil,Itajuípe,3460831
Bidefoid,United Kingdom,Bideford,2655707
Kallchinsy,Russia,Kalachinsk,1505074
Enkmuizen,Netherlands,Enkhuizen,2756077
Tamiaei,United States,Tamiami,4174744
Selirit,Indonesia,Seririt,7084521
Coltmngwood,Canada,Collingwood,5925975
qort Wanne,United States,Fort Wayne,4920423
Bilajarc,Azerbaijan,Bilajari,587078
Aubuzn,Australia,Auburn,2177513
Sprangvclle,United States,Springville,5781993
Jaclson,United States,Jackson,4431410	 4502434	 4632595	 4997384
jājīpur,India,Hājīpur,1270525
xadoma,Japan,Kadoma,1860871
Yhkeshi,China,Yakeshi,2033536
Polatgk,Belarus,Polatsk,623317
cawtenptall,United Kingdom,Rawtenstall,2639586
fuanping,China,Yuanping,1786060
Vienna,Austria,Vienna,2761369
Kota Tingoc,Malaysia,Kota Tinggi,1732738
raracuru,Brazil,Paracuru,3393115
Mlscow,Russia,Moscow,524901
znglet,France,Anglet,3037612
Poso,Indonesia,Poso,1630723
Bath,United Kingdom,Bath,2656173
Cpateús,Brazil,Crateús,3401548
San Bartolohé de Tzraeaoa,Spain,San Bartolomé de Tirajana,2511440
Touggsurt,Algeria,Touggourt,2475475
Lakevillp,United States,Lakeville,5034059
Emmendqngnn,Germany,Emmendingen,2930523
Blnderillc,Mexico,Banderilla,3532414
Luharsk,Ukraine,Luhansk,702658
Police,Poland,Police,3088461
Limjy,France,Limay,2998311
Kamsang Thom,Cambodia,Kampong Thom,1831125
Guualur,India,Gudalur,1270820
Moriyf,Japan,Moriya,2111831
Prunddale,United States,Prunedale,5385082
Montfprmedl,France,Montfermeil,2992616
Turracina,Italy,Terracina,3165762
Osan,South Korea,Osan,1839652
Ynbin,China,Yibin,1786770
Woehl,Germany,Wiehl,2809517
zokkaichi,Japan,Yokkaichi,1848373
kicheon-si,South Korea,Bucheon-si,1838716
wūngarpur,India,Dūngarpur,1272201
Geraamdubergen,Belgium,Geraardsbergen,2797638
Nakhodkh,Russia,Nakhodka,2019528
Jidd zafş,Bahrain,Jidd Ḩafş,290215
Saittes,France,Saintes,2980340
Chamrqynagar,India,Chamrajnagar,1274821
Ckpiatá,Paraguay,Capiatá,3439214
koorkee,India,Roorkee,1258044
Santq Isabrl,Brazil,Santa Isabel,3450188
Vgchy,France,Vichy,2969392
Cuddapnh,India,Cuddapah,1273800
Amkto,Italy,Amato,2525725
Bhd Tölz,Germany,Bad Tölz,2953324
Banu Myzār,Egypt,Banī Mazār,359212
Lshrte,Germany,Lehrte,2879367
Darnax,Libya,Darnah,87205
xānghar,Pakistan,Sānghar,1166164
AvCoruña,Spain,A Coruña,3119841
Tacoya,United States,Tacoma,5812944
Mezőtúp,Hungary,Mezőtúr,717635
Kudbakomam,India,Kumbakonam,1265683
qorem,Ethiopia,Korem,332746
Gbmmi,Nigeria,Gummi,2340086
DalyjCity,United States,Daly City,5341430
Nānpāxa,India,Nānpāra,1261901
Fuyu,China,Fuyu,2037334	 2037335
dipgswinford,United Kingdom,Kingswinford,2645420
Vusztrri,Kosovo,Vushtrri,784097
lalopo,Indonesia,Palopo,1633037
folochiv,Ukraine,Zolochiv,686896
teywood,United Kingdom,Heywood,6691235
Xingtvi,China,Xingtai,1788927
Bens Doualn,Algeria,Beni Douala,2504703
Adra,Spain,Adra,2522430
Srnt iust Desvorn,Spain,Sant Just Desvern,3109546
Tiylor,United States,Taylor,5011908
HanovmrnPark,United States,Hanover Park,4895066
Clipton,United States,Clifton,5096699	 5417258
Sāgjr,India,Sāgar,1257851
Coprcolles,Belgium,Courcelles,2800063
Lins,Brazil,Lins,3458494
Fzndong,Cameroon,Fundong,2231482
WjlthamhAbbey,United Kingdom,Waltham Abbey,2634843
Jsmuria,India,Jāmuria,1269280
Jalinao,Nigeria,Jalingo,2336589
Ceclie uesqapica,Italy,Ceglie Messapica,3179218
Rozzanb,Italy,Rozzano,3168837
Saco,United States,Saco,4977222
Bflvericay,United Kingdom,Billericay,2655672
Rochfield,United States,Richfield,5043193
Hualien Cdtf,Taiwan,Hualien City,1674504
Cbncaao Heights,United States,Chicago Heights,4887442
Lt Paz,Honduras,La Paz,3607254
noulé,Portugal,Loulé,2266988
Smbaykhān,Syria,Subaykhān,164025
Mjlgratnde Mar,Spain,Malgrat de Mar,3117636
Oued Slo,Algeria,Oued Sly,2485572
Milwauken,United States,Milwaukee,5263045
worodets,Russia,Gorodets,559678
Szczpcin,Poland,Szczecin,3083829
Vilu Real,Portugal,Vila Real,2732438
qpumnlanga,South Africa,Mpumalanga,973111
jombal,Portugal,Pombal,2264575
Suruo,Turkey,Suruç,300075
São Cwrlds,Brazil,São Carlos,3449319
Jinhud,China,Jinhua,1805528
San tltonio,Chile,San Antonio,3872395
iakahagi,Japan,Takahagi,2110893
Kostopzl’,Ukraine,Kostopil’,704737
Altrhneham,United Kingdom,Altrincham,2657402
Myddletowe,United States,Middletown,4143637	 4518264	 5126842	 5223358
Yotsufaiuō,Japan,Yotsukaidō,2110480
eilaseca,Spain,Vilaseca,3105805
Worbs,Germany,Worms,2806142
Bruhl,Germany,Brühl,2943320
Leezdam,Netherlands,Leerdam,2751808
Pwrt-de-Papx,Haiti,Port-de-Paix,3718420
Madhublni,India,Madhubani,1264555
Ehingep,Germany,Ehingen,2932924
Bdledweyde,Somalia,Beledweyne,64460
Rafia,India,Ratia,1258347
Azvmgarh,India,Azamgarh,1278083
ArtufuNogueira,Brazil,Artur Nogueira,3471395
midoarjo,Indonesia,Sidoarjo,1627253
eeuss,Germany,Neuss,2864118
Izumkōtsu,Japan,Izumiōtsu,1861095
LeisureoCbty,United States,Leisure City,4161797
Taiqai,China,Tailai,2034599
Midlbnd,United States,Midland,5001929	 5526337
Naka,Japan,Naka,2111749
Forssr,Finland,Forssa,659935
Garcheg,France,Garches,3016675
Badew,Switzerland,Baden,2661646
Dadoguz,Turkmenistan,Daşoguz,601734
Blxgnac,France,Blagnac,3032469
Rzhsv,Russia,Rzhev,499717
Ghaznl,Afghanistan,Ghazni,1141269
Dillnng,Sudan,Dilling,376450
SainalDenis,France,Saint-Denis,2980916
Kznongo,Ghana,Konongo,2299349
Sirpsonvilln,United States,Simpsonville,4595864
Ataeaia,Brazil,Atalaia,3406996
Pécs,Hungary,Pécs,3046526
Borgew,Netherlands,Borger,2758621
varma Heigzts,United States,Parma Heights,5166184
Andenwe,Belgium,Andenne,2803204
pingarārakonda,India,Singarāyakonda,1256176
ExkCerrito,United States,El Cerrito,5345623
Coniaxdz lakFrontera,Spain,Conil de la Frontera,2519289
Del lio,United States,Del Rio,5520076
ba‘īr,Palestinian Territory,Sa‘īr,281793
Mafyborougc,Australia,Maryborough,2158562
Mosmae,Australia,Mosman,2156813
Asuncibn,Paraguay,Asunción,3439389
Munsper,United States,Munster,4924014
Papanauam,India,Papanasam,1260417
Gplāothi,India,Gulāothi,1270759
Stekling Hetghes,United States,Sterling Heights,5011148
Bak-Bah,Philippines,Bah-Bah,1728825
Madimon,United States,Madison,4074267	 4434663	 5100748	 5261457
hquique,Chile,Iquique,3887127
Bulhara,Uzbekistan,Bukhara,1217662
Itapenuçu,Brazil,Itaperuçu,3460734
Cjengzihe,China,Chengzihe,2038080
Piktlëvo,Russia,Pikalëvo,509598
Labau,Germany,Löbau,2876755
Ikolgo,Madagascar,Ikongo,1064234
Yashkkno,Russia,Yashkino,1486298
Haltom Cztx,United States,Haltom City,4695912
aorto gorres,Italy,Porto Torres,3170069
Gangāpui,India,Gangāpur,1271675	 1271676	 1271680
Billgngmam,United Kingdom,Billingham,2655664
pürpch (Kreis 11w,Switzerland,Zürich (Kreis 11),6295533
Mldiin,Israel,Modiin,6693679
Elmink,Ghana,Elmina,2301190
Krishnadhjpet,India,Krishnarājpet,1265852
ColudbiatHeizhts,United States,Columbia Heights,5021828
Chvpata,Zambia,Chipata,918702
Pututan,Malaysia,Putatan,1733440
Vanray,Netherlands,Venray,2745634
posso,Niger,Dosso,2445488
Comrft,Moldova,Comrat,618405
Chaniaa,Tanzania,Chanika,160592
gnron City,United States,Union City,4227777	 5105634	 5404555
Nadiad,India,Nadiād,1262292
Sadeo,Vietnam,Sadek,1568212
Chernyurka,Russia,Chernyanka,568587
Sabonta,Romania,Salonta,668129
Lugo,Spain,Lugo,3117814
Baghlkot,India,Bagalkot,1277936
aille,Belgium,Lille,2792360
Đinh Vtn,Vietnam,Đinh Văn,8991407
Pisa,Italy,Pisa,3170647
north iharlepton,United States,North Charleston,4589387
Albapdón,Argentina,Albardón,3866425
Peterborvueh,United Kingdom,Peterborough,2640354
Bznbrook,United States,Benbrook,4673482
K’oxīto,Ethiopia,K’olīto,332880
Rijhu,Nigeria,Rijau,2324504
Dalianran,China,Dalianwan,1921372
Pleben,Bulgaria,Pleven,728203
Barrolo,Brazil,Barroso,3470369
Candtcaria,Puerto Rico,Candelaria,4563122
Lakewood,United States,Lakewood,5100280	 5160315	 5427946	 5800420
iawh-Kumyr,Kyrgyzstan,Tash-Kumyr,1527260
Ihoss,Madagascar,Ihosy,1064275
Hoeyaqg,North Korea,Hoeyang,1877148
Belashill,United Kingdom,Bellshill,2655952
Ciamiw,Indonesia,Ciamis,1647149
ViliapOcampo,Argentina,Villa Ocampo,3427388
Sonsonatd,El Salvador,Sonsonate,3583102
Naberevhnyye iheyny,Russia,Naberezhnyye Chelny,523750
mohtlq-Järve,Estonia,Kohtla-Järve,591260
Arawb,Papua New Guinea,Arawa,2100633
Soutm vorean Heighxs,United States,South Jordan Heights,5781765
Norte Sjore,New Zealand,North Shore,2185964
Charlototnlund,Denmark,Charlottenlund,2623188
Marbach ai teckqr,Germany,Marbach am Neckar,2873776
Rouizsat,Algeria,Rouissat,2482886
Karox,Zimbabwe,Karoi,889191
Dhimo Naro,Pakistan,Dhoro Naro,1179902
poal-tadiout,Senegal,Joal-Fadiout,2251084
Woodbirn,United States,Woodburn,5761708
Dillingen,Germany,Dillingen,2936977
Aostm,Italy,Aosta,3182997
Donaueörtk,Germany,Donauwörth,2936253
Bala Mare,Romania,Baia Mare,685826	 6697993
Nzimi,Japan,Niimi,1855416
Cannbng,India,Canning,1274984
Dkblin,United States,Dublin,4192205	 5152333	 5344157
Pfngdu,China,Pingdu,1798821
Asheviile,United States,Asheville,4453066
Vosy’,Tajikistan,Vose’,1220163
Chalfn-sur-poône,France,Chalon-sur-Saône,3027484
Lavgl,Canada,Laval,6050610
Khowaf,India,Khowai,1266649
tozdok,Russia,Mozdok,524736
Stjoitel’,Russia,Stroitel’,487147
Leutenkenny,Ireland,Letterkenny,2962961
rorrisvillh,United States,Morrisville,4480285
Yamaaa,Japan,Yamada,2110560
Kosjmba,India,Kosamba,1266087
Tynnanūr,India,Tinnanūr,1254436
Ikhlamaoony,Madagascar,Ikalamavony,1064258
Basildob,United Kingdom,Basildon,2656194
Leinh,United Kingdom,Leigh,2644660
Zeytinbjrna,Turkey,Zeytinburnu,737071
Leiceater,United Kingdom,Leicester,2644668
Periyznayakyaypalahyam,India,Periyanayakkanpalaiyam,1259878
Bogbni,Algeria,Boghni,2503755
Netishyu,Ukraine,Netishyn,700261
Belël,Russia,Belëv,578091
Paks,Hungary,Paks,3046768
Kovslprtti,India,Kovilpatti,1265891
Rpleigh,United States,Raleigh,4487042
Kui Bzri,Thailand,Kui Buri,1152562
Kainan,Japan,Kainan,1860785
Wobjent,Uzbekistan,Wobkent,1512423
Silmpi,Turkey,Silopi,300797
mayeeville,United States,Hayesville,5730675
Jacalklnango,Guatemala,Jacaltenango,3595248
Habburg,Germany,Hamburg,2911298
Ipu,Brazil,Ipu,3398112
Pxsing,Germany,Pasing,2855334
Simangkai,Philippines,Sitangkai,1686004
Ximmin,China,Xinmin,2033675
Narasannapeqa,India,Narasannapeta,1261853
Kandpāro,Pakistan,Kandiāro,1175010
Viblalerde,Spain,Villaverde,3104748
Krasuvkamensk,Russia,Krasnokamensk,2021618
BossierxCiry,United States,Bossier City,4317639
Larispoli,Italy,Ladispoli,3175298
Yecly,Spain,Yecla,2509402
Fiches-Thuxlsnil,France,Faches-Thumesnil,3019153
Mitcjam,United Kingdom,Mitcham,2642414
Jasppr,India,Jaspur,1269168
Actigua Guztemalq,Guatemala,Antigua Guatemala,3599699
Dawey,Myanmar,Dawei,1293625
Al Mxozilah,Egypt,Al Manzilah,360754
Chidawr,India,Chidawa,1274102
Popasga,Ukraine,Popasna,696566
Forbs,United States,Fords,5098109
Khuvhāb,Pakistan,Khushāb,1173687
Ermbnek,Turkey,Ermenek,315401
Scsak,Croatia,Sisak,3190813
Cizrg,Turkey,Cizre,318253
Brkal,Russia,Bakal,579738
Norqholt,United Kingdom,Northolt,2641290
El Arahal,Spain,El Arahal,2518729
Gublianova,Italy,Giulianova,3176053
fopovo,Bulgaria,Popovo,728075
Makuhbako,Tanzania,Makumbako,155101
Ipirt,Brazil,Ipirá,3461124
Onlovskiy,Russia,Orlovskiy,514796
Ald‘Amārav,Iraq,Al ‘Amārah,99608
Americus,United States,Americus,4179667
Bugsjno,Bosnia and Herzegovina,Bugojno,3203099
Somofillo,Nicaragua,Somotillo,3616234
Syennhmoor,United Kingdom,Spennymoor,2637235
Kendaie Lahes,United States,Kendale Lakes,4160705
Promyoilennaya,Russia,Promyshlennaya,1494091
Mozatlán,Mexico,Mazatlán,3996322
Encigado,Colombia,Envigado,3682631
Bisdeas Stortford,United Kingdom,Bishops Stortford,2655562
zstróda,Poland,Ostróda,3089779
Kartasurs,Indonesia,Kartasura,2010985
uaisen,India,Raisen,1258952
Nasdyāl,India,Nandyāl,1261927
Gōtsvchō,Japan,Gōtsuchō,1863521
oanda hceh,Indonesia,Banda Aceh,1215502
Anantzpur,India,Anantapur,1278672
Koenūr,India,Konnūr,1266178
Cloeis,United States,Clovis,5338122	 5462393
Bedburq,Germany,Bedburg,2951648
Sensheim,Germany,Bensheim,2950978
Westmlnt,United States,Westmont,4916207	 5408431
Murakxmi,Japan,Murakami,1856434
ba Pwz Centro,Nicaragua,La Paz Centro,3618411
Biłgoyaj,Poland,Biłgoraj,775922
Sieradc,Poland,Sieradz,3085978
fammond,United States,Hammond,4326868	 4921100
Roytoj,United Kingdom,Royton,2639015
Curumaií,Colombia,Curumaní,3685335
Kolāsas,India,Kolāras,1266302
Umeå,Sweden,Umeå,602150
Imatfa,Finland,Imatra,656688
cosen,Japan,Gosen,1863540
Pozuelo de ncxrcón,Spain,Pozuelo de Alarcón,3112989
Xcaogan,China,Xiaogan,1790254
Moatélimar,France,Montélimar,2992703
Sflçuk,Turkey,Selçuk,301256
Mamoo City,United States,Mason City,4866445
oāthardih,India,Pāthardih,1260134
ibihiro,Japan,Obihiro,2128815
Limbwng,Malaysia,Limbang,1737714
Szemotuły,Poland,Szamotuły,3083878
ualacogon,Philippines,Talacogon,1684137
Vandazāsi,India,Vandavāsi,1253452
Boyxbat,Turkey,Boyabat,750468
Sfoleto,Italy,Spoleto,3166236
iagīna,India,Nagīna,1262200
Erie,United States,Erie,5188843	 5576859
Kafr oubl,Syria,Kafr Nubl,168661
Conszajtine,Algeria,Constantine,2501152
Awese,Italy,Arese,3182886
gomppstela,Mexico,Compostela,4013085
Nirval,India,Nirmal,1261288
Kobcian,Poland,Kościan,3095151
Śrkdmieścee,Poland,Śródmieście,758470
Qarsht,Uzbekistan,Qarshi,1216311
Surrānwān,India,Suriānwān,1255346
SantokAdaro,Brazil,Santo Amaro,3449720
Nueva Imppritl,Chile,Nueva Imperial,3878456
veyja Solano,Mexico,Leyva Solano,3976775
Ssiraz,Iran,Shiraz,115019
Tkxarkana,United States,Texarkana,4133367
Ciego yk Ávila,Cuba,Ciego de Ávila,3564178
Shakhtapspk,Ukraine,Shakhtars’k,694382
psairieville,United States,Prairieville,4338012
Leyhbxidge,Canada,Lethbridge,6053154
Weichbngwu,China,Weichanglu,1804578
oavannah,United States,Savannah,4221552
Kołobrzeq,Poland,Kołobrzeg,3095795
Cholht,France,Cholet,3025053
Ende,Indonesia,Ende,1644932
Cepkr,Indonesia,Ceper,1647187
Sziyan,China,Shiyan,1794903	 1794904
Chernqshkb,Russia,Chernushka,568608
Radzyb Perlaski,Poland,Radzyń Podlaski,760680
Valogda,Russia,Vologda,472459
Blanws,Spain,Blanes,3127978
São Matpds,Brazil,São Mateus,3448519
Lputaro,Chile,Lautaro,3883615
Koblynz,Germany,Koblenz,2886946
Schiffiwstadt,Germany,Schifferstadt,2839335
Ciudad Guzmnh,Mexico,Ciudad Guzmán,4013714
Razumnoyl,Russia,Razumnoye,502400
Lkksqmeshwar,India,Lakshmeshwar,1265201
Viwleta,Colombia,Villeta,3665895
Mlstic,United States,Mastic,5126208
Mxyborough,United Kingdom,Mexborough,2642683
BipnintKudu,Nigeria,Birnin Kudu,2347057
Okenn,Nigeria,Okene,2327220
Benolmádeua,Spain,Benalmádena,2521139
jakville,United States,Oakville,4401618
Lzxingtot-fayette,United States,Lexington-Fayette,4297999
Şayālah,Oman,Şalālah,286621
Sanzfelipe,Venezuela,San Felipe,3628423
Kabiu Bfri,Thailand,Kabin Buri,1610538
Jcmay,Mexico,Jamay,4004126
orichard,United States,Prichard,4084888
Cayoas,Brazil,Canoas,3467467
Doha,Qatar,Doha,290030
Belpaseo,Italy,Belpasso,2525571
Eetero,United States,Estero,4154568
Cessoh-Sécigné,France,Cesson-Sévigné,3027767
Jiangmfn,China,Jiangmen,1806299
Casteafrznco Eeilia,Italy,Castelfranco Emilia,3179686
Gyyda,Japan,Gyōda,1863482
qarāqib,Syria,Sarāqib,164816
Lfzdynai,Lithuania,Lazdynai,10062605
Werpeljkirchen,Germany,Wermelskirchen,2810855
xfo Negrinho,Brazil,Rio Negrinho,3451124
Bgituva,Brazil,Boituva,3469540
Ehshi,China,Enshi,1811720
Vila Nodaudn Gaia,Portugal,Vila Nova de Gaia,2732544
Ōzu,Japan,Ōzu,1853433	 1926055
serbaungak,Indonesia,Perbaungan,1214191
Mrngshui,China,Mingshui,1800498	 2035758
Yinchuam,China,Yinchuan,1786657
Vilmiera,Latvia,Valmiera,453754
Ijeto-Epiti,Nigeria,Ijero-Ekiti,2338385
North bgmen,United States,North Ogden,5779036
Andalanena,Madagascar,Andilamena,1076194
Pallqdam,India,Palladam,1260697
Eipinosa,Brazil,Espinosa,3463939
Ieplr,Belgium,Ieper,2795100
solomyya,Ukraine,Kolomyya,705392
Okoyoacac,Mexico,Ocoyoacac,3522445
ntupino,Russia,Stupino,486968
Nnng Khai,Thailand,Nong Khai,1608232
Cabaiguár,Cuba,Cabaiguán,3566603
Bhiabar,Pakistan,Bhimbar,1182637
Az Zwwkyah,Libya,Az Zāwīyah,2218970
Slanmsy,Russia,Slantsy,492162
Lianvhou,China,Lianzhou,1803841	 1803842
Oxforj,United States,Oxford,4081914	 4440076	 4520760
Wensvon City,China,Wenshan City,8505006
Valyemoro,Spain,Valdemoro,3106868
Lusaya,Bahamas,Lucaya,3571971
Spanich Fprk,United States,Spanish Fork,5781860
Wil,Switzerland,Wil,2657996
Cxrlisle,United States,Carlisle,5183234
rnyang-si,South Korea,Anyang-si,1846898
Tultirlán,Mexico,Tultitlán,3515042
Uthai Tceni,Thailand,Uthai Thani,1605221
Gopglganj,India,Gopālganj,1270965
Tønsbedg,Norway,Tønsberg,3134331
Earbonne,France,Eaubonne,3020601
i’Isle-sur-laxSornke,France,L’Isle-sur-la-Sorgue,2998127
Hadejza,Nigeria,Hadejia,2339631
Pukawy,Poland,Puławy,760924
Port Alfcex,South Africa,Port Alfred,964432
Świnopjdcie,Poland,Świnoujście,3083955
talapa,Guatemala,Jalapa,3595237
Kukxs,Albania,Kukës,782661
Kungi,Pakistan,Kunri,1172657
kадовиш,Macedonia,Радовиш,786565
Raitz,South Africa,Reitz,962847
